ASY,PCB,Family,Top Priority 1,Top Priority 2,Top Priority 3,Bot Priority 1,Bot Priority 2,Bot Priority 3,# Circuits
PN-544940,PN-309972,PEN-5,,,,,,,4
PN-544942,PN-409846,PEN-14,,,,,,,8
PN-545745,PN-409436,5069-14,SM7,,,SM7,,,2
PN-546391,PN-122547,FLEX-56,SM8,,,SM8,,,6
PN-546399,PN-168126,FLEX-35,SM8,,,SM8,,,6
PN-546423,PN-171399,FLEX-35,SM8,,,SM8,,,6
PN-549365,PN-61303,CLX-17,,,,SM8,,,2
PN-549366,PN-61303,CLX-17,,,,SM8,,,2
PN-549367,PN-61303,CLX-17,,,,SM8,,,2
PN-549384,PN-549383,NEO-13,SM8,,,SM8,,,6
PN-549839,PN-246038,MARIO-2,SM2,,,SM2,,,3
PN-550031,PN-550030,NEO-13,SM8,,,SM8,,,4
PN-550037,PN-550035,NEO-15,SM5,,,SM5,,,6
PN-550311,PN-274266,POINT-9,SM7,,,SM7,,,9
PN-550411,PN-413797,CLX-18,SM1,,,SM1,,,2
PN-550793,PN-311502,CMX-19A,SM1,,,SM1,,,2
PN-551026,PN-551024,5094-5,SM4,,,SM4,,,6
PN-551028,PN-424342,5069-5,SM3,,,SM3,,,4
PN-551029,PN-429563,5069-22,SM8,,,SM8,,,4
PN-551031,PN-346642,5069-23,SM1,,,SM1,,,4
PN-551032,PN-498789,5069-2,SM1,,,SM1,,,2
PN-551037,PN-309415,5069-12,,,,,,,2
PN-551040,PN-430024,5069-12,,,,,,,2
PN-551041,PN-502089,5069-3,SM1,,,SM1,,,4
PN-551042,PN-498836,5069-1,SM1,,,SM1,,,4
PN-551272,PN-188985,CMX-2,SM2,,,SM2,,,4
PN-551450,PN-421270,OPT-19,,,,,,,2
PN-55250,PN-31693,FLEX-9,SM8,,,SM8,,,2
PN-552686,,5069-9,SM1,,,SM1,,,4
PN-552859,PN-430024,5069-12,SM1,,,SM1,,,2
PN-553956,93426491,OPT-2,SM1,,,SM1,,,24
PN-553961,PN-553964,FLEX-7,SM8,,,SM8,,,9
PN-553966,PN-282410,FLEX-1,SM8,,,SM8,,,4
PN-554228,PN-505139,5094-4,SM1,,,SM1,,,4
PN-554229,PN-505138,5094-4,SM1,,,SM1,,,4
PN-554231,PN-554230,5069-8A,SM1,,,SM1,,,1
PN-554546,PN-144308,NEO-6,SM8,,,,,,20
PN-555531,PN-555530,5094-7,SM4,,,SM4,,,4
PN-555533,PN-555532,5094-7,SM4,,,SM4,,,4
PN-55579,PN-94891,FLEX-7,SM8,,,SM8,,,9
PN-55583,PN-64845,FLEX-4,SM7,,,SM6,,,6
PN-556614,207562,FLEX-70,SM4,,,SM4,,,12
PN-558817,PN-558816,JQS-1,,,,,,,42
PN-560043,PN-409436,5069-14,SM7,,,SM7,,,2
PN-560048,PN-542724,5069-11,SM1,,,SM1,,,2
PN-560051,PN-409436,5069-14,SM7,,,SM7,,,2
PN-560057,PN-407927,5069-18,SM7,,,SM7,,,2
PN-560059,PN-407927,5069-18,SM7,,,SM7,,,2
PN-560214,PN-560213,5069-15,SM1,,,SM1,,,2
PN-560216,PN-560215,PILOT-20,,,,,,,6
PN-560728,PN-246038,MARIO-2,SM2,,,SM2,,,3
PN-560947,PN-560950,5094-8,SM4,,,SM4,,,4
PN-561754,PN-128024,CMX-14A,SM4,,,SM4,,,2
PN-561755,PN-119870,CMX-15A,SM1,,,SM1,,,3
PN-561756,PN-128325,CMX-3,SM2,,,SM2,,,10
PN-561757,PN-204990,CMX-8A,SM8,,,SM8,,,10
PN-562120,PN-480678,5069-9,SM1,,,SM1,,,4
PN-562435,PN-562434,CMX-6,SM8,,,,,,2
PN-562787,PN-562786,5069-16,SM8,,,,,,6
PN-562794,PN-562793,5069-17,SM8,,,,,,2
PN-562799,PN-504874,5069-14,SM7,,,SM7,,,2
PN-562802,PN-562801,5069-11,SM1,,,SM1,,,1
PN-562841,PN-562837,CLX-20,SM8,,,SM8,,,2
PN-563178,PN-246038,MARIO-2,SM2,,,SM2,,,3
PN-563673,PN-462504,SPOINT-1,,,,,,,
PN-563739,PN-561929,CLX-9,SM1,,,SM1,,,2
PN-565498,PN-565500,5069-13,SM2,,,SM2,,,2
PN-566080,PN-393802,CLX-9,SM1,,,SM1,,,2
PN-566330,PN-539066,5069-11,SM1,,,SM1,,,2
PN-568025,PN-438234,POINT-63,SM2,,,SM2,,,9
PN-568692,PN-568691,PILOT-20,,,,,,,1
PN-568756,PN-568755,CLX-14,,,,,,,24
PN-569285,PN-511410,CMX-10B,SM4,,,SM4,,,2
PN-570853,PN-570852,OPT-41,SM6,,,SM6,,,3
PN-570871,PN-555925,5094-6,SM4,,,SM4,,,4
PN-570872,PN-555927,5094-6,SM4,,,SM4,,,4
PN-571996,PN-554230,5069-8B,SM3,,,SM3,,,1
PN-572118,PN-572117,5094-6,SM4,,,SM4,,,4
PN-572246,PN-393575,NG94-TB-2,SM8,,,SM1,,,4
PN-574141,PN-572791,CLX-8,,,,,,,2
PN-574173,PN-393575,NG94-TB-2,,,,,,,4
PN-574475,PN-574476,OPT-44,SM8,,,SM8,,,2
PN-574478,PN-574479,OPT-42,SM8,,,SM8,,,2
PN-574674,PN-574479,OPT-42,SM8,,,SM8,,,2
PN-574675,PN-574476,OPT-44,SM8,,,SM8,,,2
PN-574676,PN-574474,OPT-42,SM8,,,SM8,,,2
PN-574712,PN-574711,WUP-4,,,,,,,13
PN-575494,PN-549881,CLX-15,,,,,,,12
PN-579802,PN-578963,5094-7,SM4,,,SM4,,,4
PN-584512,PN-568758,CLX-26,,,,,,,2
PN-584513,PN-568758,CLX-26,,,,,,,2
PN-584514,PN-568758,CLX-27,,,,,,,2
PN-584515,PN-568758,CLX-27,,,,,,,2
PN-585989,PN-480678,5069-9,,,,,,,4
PN-586992,PN-586991,CLX-25,SM1,,,SM1,,,2
PN-592538,PN-588752,VIEW E-3,,,,,,,8
PN-594239,PN-117885,RNG-2,SM8,,,SM8,,,24
PN-594247,PN-117885,RNG-2,SM8,,,SM8,,,24
PN-594248,PN-117888,RNG-2,SM8,,,SM8,,,12
PN-594249,PN-117888,RNG-2,SM8,,,SM8,,,12
PN-594250,PN-117888,RNG-2,SM8,,,SM8,,,12
PN-595061,PN-595060,CMX-35,SM4,,,SM4,,,2
PN-595109,PN-602002,PILOT-21,,,,,,,2
PN-595469,PN-319185,CLX-8,,,,,,,2
PN-596108,PN-15833,FLEX-38,SM1,,,SM1,,,4
PN-596110,PN-161568,FLEX-38A,SM1,,,SM1,,,4
PN-597706,PN-597705,CMX-15A,SM4,,,SM4,,,3
PN-600493,PN-600494,PILOT-21,,,,,,,2
PN-600496,PN-600497,5094-13,,,,,,,6
PN-600855,PN-600854,POINT-84,SM7,,,SM6,,,9
PN-602008,PN-602007,FLEX-56,SM3,,,SM3,,,6
PN-602022,PN-309703,5069-20,,,,,,,2
PN-603506,PN-418246,POINT-56A,SM3,,,SM3,,,4
PN-603758,PN-602422,CLX-33,,,,,,,2
PN-605525,PN-605524,POINT-83,SM5,,,SM5,,,9
PN-605526,PN-605524,POINT-83,SM5,,,SM5,,,9
PN-606503,PN-606504,FLEX-75,,,,,,,12
PN-608389,PN-610325,CLX-21,,,,,,,2
PN-608770,PN-539048,FLEX-76,SM8,,,SM8,,,2
PN-608771,PN-539048,FLEX-76,SM8,,,SM8,,,2
PN-608772,PN-539048,FLEX-76,SM8,,,SM8,,,2
PN-608806,PN-539048,FLEX-76,SM8,,,SM8,,,2
PN-608807,PN-539048,FLEX-76,SM8,,,SM8,,,2
PN-609653,PN-309972,PEN-5,,,,,,,4
PN-609657,PN-313452,PEN-19,,,,,,,4
PN-609659,PN-349868,PEN-3A,SM8,,,SM8,,,3
PN-609661,PN-349866,PEN-3A,SM8,,,SM8,,,3
PN-610324,PN-610325,CLX-21,,,,,,,2
PN-610656,PN-610660,CLX-22,,,,,,,2
PN-610659,PN-610660,CLX-22,,,,,,,2
PN-610967,PN-610964,CLX-34,,,,,,,2
PN-610978,PN-610964,CLX-34,,,,,,,2
PN-610980,PN-610964,CLX-34A,,,,,,,2
PN-611615,PN-610964,CLX-34,,,,,,,2
PN-611616,PN-610964,CLX-34A,,,,,,,2
PN-612224,PN-15833,FLEX-39,SM3,,,SM3,,,4
PN-612225,PN-161568,FLEX-39,SM3,,,SM3,,,4
PN-612227,PN-162123,FLEX-39,SM3,,,SM3,,,4
PN-613497,92421092,POINT-52,,,,,,,9
PN-613507,PN-152021,POINT-60A,SM8,,,SM8,,,9
PN-614680,PN-614679,CMX-3,SM2,,,SM2,,,10
PN-61533,PN-61419,CMX-2,SM2,,,SM2,,,4
PN-616259,PN-24172,POINT-16,SM7,,,SM2,,,9
PN-616276,PN-628619,CLX-36,,,,,,,2
PN-616279,PN-628624,CLX-36,,,,,,,2
PN-616284,PN-628625,CLX-35,,,,,,,2
PN-616287,PN-628632,CLX-36,,,,,,,2
PN-616691,PN-278427,CMX-13A,SM7,,,,,,2
PN-616692,PN-278427,CMX-13A,SM7,,,,,,2
PN-616756,PN-589834,FLEX-18,,,,,,,8
PN-616759,PN-589833,TB-2,,,,SM7,,,6
PN-616773,PN-589835,TB-2,,,,SM7,,,6
PN-616774,PN-589837,TB-2,,,,SM7,,,6
PN-618922,PN-589833,TB-2,,,,SM7,,,6
PN-618927,PN-589833,TB-2,,,,SM7,,,6
PN-618928,PN-589833,TB-2,,,,SM7,,,6
PN-618932,PN-589837,TB-2,,,,SM7,,,6
PN-620057,PN-15621,POINT-35,,,,,,,9
PN-620058,PN-15623,POINT-35A,,,,,,,9
PN-620612,PN-407927,5069-18,SM7,,,SM7,,,2
PN-620613,PN-407927,5069-18,SM7,,,SM7,,,2
PN-620619,PN-409436,5069-14,SM7,,,SM7,,,2
PN-620620,PN-409436,5069-14,SM7,,,SM7,,,2
PN-620622,PN-421270,OPT-19,,,,,,,2
PN-620623,PN-448996,OPT-21A,SM5,,,SM5,,,3
PN-620626,PN-340272,OPT-37A,,,,,,,6
PN-620994,PN-606504,FLEX-75,,,,,,,12
PN-62167,PN-15135,PVC-1,SM1,,,SM4,,,4
PN-62168,PN-15135,PVC-1,SM1,,,SM4,,,4
PN-62169,PN-15135,PVC-1,SM1,,,SM4,,,4
PN-621723,PN-621724,NEEDS DEFINED,SM5,,,SM5,,,9
PN-623623,PN-61303,CLX-17,,,,SM8,,,2
PN-623659,PN-61303,CLX-17,,,,SM8,,,2
PN-623744,PN-237189,CLX-15,SM8,,,SM8,,,12
PN-623757,PN-479817,POINT-81,SM3,,,SM3,,,4
PN-623761,PN-479817,POINT-81,SM3,,,SM3,,,4
PN-626611,PN-346642,5069-23,,,,,,,4
PN-627749,PN-589313,5094-14,SM4,,,SM4,,,4
PN-627917,PN-314794,PEN-12,,,,,,,7
PN-629752,PN-456660,5094-12,SM6,,,SM6,,,4
PN-629917,PN-152756,POINT-58,SM2,,,SM2,,,4
PN-629923,PN-479817,POINT-82,,,,,,,4
PN-629930,PN-479817,POINT-81,,,,,,,4
PN-629938,PN-629936,FLEX-56,SM5,,,SM5,,,6
PN-635727,PN-635728,PILOT-21,,,,,,,6
PN-635863,PN-642654,OPT-43,,,,,,,2
PN-635864,PN-642651,OPT-41,SM6,,,SM6,,,3
PN-637098,PN-429563,5069-22,,,,,,,4
PN-637104,PN-424342,5069-5,SM3,,,SM3,,,4
PN-63726,10309592,WUP-2,,,,,,,6
PN-637472,PN-589105,5094-15,SM4,,,SM4,,,4
PN-637488,PN-589106,5094-15,SM4,,,SM4,,,4
PN-637593,PN-628625,CLX-35,,,,,,,2
PN-637837,PN-542521,NEO-13,,,,,,,4
PN-637844,PN-542523,NEO-13,,,,,,,4
PN-637845,PN-543386,NEO-2,,,,,,,2
PN-637846,PN-549383,NEO-13,,,,,,,6
PN-637853,PN-550030,NEO-13,,,,,,,4
PN-638822,PN-546347,SPOINT-2,,,,,,,9
PN-638823,PN-546347,SPOINT-2,,,,,,,9
PN-639957,PN-565500,5069-13,SM2,,,SM2,,,2
PN-640519,PN-554230,5069-8B,SM3,,,SM3,,,1
PN-640731,PN-190091,SLC-35,,,,,,,4
PN-640754,PN-193189,SLC-37,,,,,,,4
PN-641082,PN-315709,SLC-46,,,,,,,4
PN-641365,PN-357224,SLC-28,,,,,,,4
PN-641377,PN-249491,SLC-34,,,,,,,4
PN-641674,PN-261085,SLC-40,,,,,,,4
PN-642043,PN-258158,SLC-40,,,,,,,4
PN-643162,PN-274266,POINT-9,SM7,,,SM7,,,9
PN-643407,PN-479817,POINT-82,,,,,,,4
PN-643408,PN-479817,POINT-81,,,,,,,4
PN-643507,PN-600494,PILOT-21,,,,,,,2
PN-644796,92422091,POINT-28,SM7,,,SM7,,,6
PN-644837,PN-543864,NEO-15,SM5,,,SM5,,,6
PN-645314,PN-555927,5064-6A,SM6,,,SM6,,,4
PN-645315,PN-572117,5064-6A,,,,,,,4
PN-648187,PN-599734,5069-21,SM3,,,SM3,,,2
PN-648872,PN-407927,5069-18,SM7,,,SM7,,,2
PN-649112,PN-542724,5069-11,,,,,,,2
PN-653524,PN-653522,5069-26,SM3,,,SM3,,,1
PN-653638,PN-653637,5069-19,SM4,,,SM4,,,2
PN-653891,PN-597705,CMX-15A,SM4,,,SM4,,,3
PN-653955,PN-595060,CMX-35,SM4,,,SM4,,,2
PN-654301,PN-589313,5094-14,,,,,,,4
PN-654313,PN-589106,5094-15,,,,,,,4
PN-654314,PN-589105,5094-15,,,,,,,4
PN-656919,PN-646807,FLEX-77,SM5,,,SM5,,,6
PN-656920,PN-646808,FLEX-77,SM5,,,SM5,,,6
PN-657460,PN-246038,MARIO-2,SM2,,,SM2,,,3
PN-657461,PN-68629,MARIO-1,,,,,,,6
PN-657957,PN-542512,NEO-7,SM1,,,SM1,,,6
PN-657958,PN-542515,NEO-16,SM5,,,SM5,,,6
PN-657960,PN-543420,NEO-14,SM1,,,SM1,,,4
PN-657961,PN-543860,NEO-9,SM2,,,SM2,,,4
PN-659914,PN-629225,OPT-20,SM5,,,SM5,,,3
PN-661542,PN-621724,POINT-87,,,,,,,9
PN-661543,PN-621724,POINT-87,,,,,,,9
PN-661544,PN-621724,POINT-87,,,,,,,9
PN-663598,PN-504536,POINT-86,,,,,,,9
PN-663600,PN-504536,POINT-86,,,,,,,9
PN-663602,PN-504536,POINT-86,,,,,,,9
PN-663943,PN-147904,POINT-51B,,,,,,,9
PN-663946,PN-147904,POINT-51B,,,,,,,9
PN-663948,PN-147904,POINT-51B,,,,,,,9
PN-663962,PN-663959,OPT-42,SM8,,,SM8,,,2
PN-663963,PN-663959,OPT-42,SM8,,,SM8,,,2
PN-665293,PN-504536,POINT-86,,,,,,,9
PN-665296,PN-504536,POINT-86,,,,,,,9
PN-665461,PN-147904,POINT-51B,,,,,,,9
PN-665463,PN-147904,POINT-51B,,,,,,,9
PN-665648,PN-129940,POINT-85,,,,,,,9
PN-665653,PN-129940,POINT-85,,,,,,,9
PN-665660,PN-129940,POINT-85,,,,,,,9
PN-66629,PN-24735,CMX-1,SM4,,,SM4,,,2
PN-66629,PN-24735,CMX-1,SM4,,,SM4,,,2
PN-667179,92424691,FLEX-43,SM8,,,SM8,,,6
PN-667180,92424891,FLEX-43,SM8,,,SM8,,,6
PN-669084,PN-309703,5069-20,,,,,,,2
PN-669984,PN-409834,MLX-48A,,,,,,,3
PN-670000,PN-648536,CLX-28,,,,,,,2
PN-670009,PN-648536,CLX-28,,,,,,,2
PN-670325,PN-128024,CMX-14A,,,,,,,2
PN-670462,PN-367567,POINT-41,SM2,,,SM2,,,9
PN-670469,PN-170169,POINT-41,SM2,,,SM2,,,9
PN-670611,PN-346642,5069-23,,,,,,,4
PN-671027,PN-546347,SPOINT-2,,,,,,,9
PN-671028,PN-462504,SPOINT-4,,,,,,,9
PN-671598,PN-642651,OPT-41,SM6,,,SM6,,,3
PN-671615,PN-671616,OPT-45,SM6,,,SM6,,,3
PN-671716,PN-642654,OPT-43,,,,,,,2
PN-671719,PN-156288,OPT-13A,,,,,,,24
PN-671721,PN-156288,OPT-13A,,,,,,,24
PN-671731,PN-595060,CMX-35,SM4,,,SM4,,,2
PN-671834,PN-663329,5032-1,SM6,,,SM6,,,3
PN-671836,PN-663332,5032-1,SM6,,,SM6,,,3
PN-671838,PN-663335,5032-1,SM6,,,SM6,,,3
PN-673441,PN-542724,5069-11,,,,,,,2
PN-673528,PN-314793,PEN-12,,,,,,,3
PN-673529,PN-246038,MARIO-2,SM2,,,SM2,,,3
PN-673530,PN-68629,MARIO-1,SM7,,,SM1,,,6
PN-673531,PN-314795,PEN-12,,,,,,,3
PN-673532,PN-314796,PEN-12,,,,,,,3
PN-673534,PN-171576,POINT-71,SM1,,,SM1,,,6
PN-673536,PN-171576,POINT-71,SM1,,,SM1,,,6
PN-673538,PN-171576,POINT-71,SM1,,,SM1,,,6
PN-673540,PN-169721,POINT-73,SM2,,,SM2,,,6
PN-673541,PN-410230,POINT-71A,SM1,,,SM1,,,6
PN-673543,PN-314787,PEN-21,,,,,,,7
PN-673544,PN-314797,PEN-12,,,,,,,3
PN-673545,PN-363144,PEN-12,,,,,,,3
PN-673703,PN-673700,PILOT-22,SM6,,,SM6,,,3
PN-673915,PN-170165,POINT-17,,,,,,,9
PN-675263,PN-675262,5069-25,SM3,,,SM3,,,2
PN-676928,PN-676930,PILOT-22,,,,,,,4
PN-677454,PN-677455,5069-2,,,,,,,2
PN-678189,PN-462504,SPOINT-1,,,,,,,
PN-678612,PN-55144,FLEX-5,SM2,,,SM2,,,9
PN-678613,PN-55144,FLEX-5,SM2,,,SM2,,,9
PN-678621,PN-169730,FLEX-14A,,,,,,,4
PN-68328,PN-48738,FLEX-13,SM8,,,SM8,,,12
PN-683467,PN-236568,OPT-14,SM5,,,SM8,,,3
PN-683471,PN-236567,OPT-33,SM2,,,SM2,,,3
PN-683475,PN-236566,OPT-33A,,,,,,,3
PN-683479,PN-236565,OPT-32,SM5,,,SM5,,,3
PN-683482,PN-152461,OPT-20,SM5,,,SM5,,,3
PN-683487,93433091,OPT-20,SM5,,,SM5,,,3
PN-683490,93433491,OPT-20,SM5,,,SM5,,,3
PN-683493,PN-629225,OPT-20,SM5,,,SM5,,,3
PN-684345,PN-188985,CMX-2,SM2,,,SM2,,,4
PN-684436,PN-574479,OPT-42,SM8,,,SM8,,,2
PN-684448,PN-574479,OPT-42,SM8,,,SM8,,,2
PN-684452,PN-574476,OPT-44,SM8,,,SM8,,,2
PN-684456,PN-574476,OPT-44,SM8,,,SM8,,,2
PN-684461,PN-663959,OPT-42,SM8,,,SM8,,,2
PN-684465,PN-663959,OPT-42,SM8,,,SM8,,,2
PN-684711,PN-653457,FLEX-8,SM8,,,SM8,,,6
PN-684712,PN-653457,FLEX-8,SM8,,,SM8,,,6
PN-684973,PN-684974,5094-17,SM4,,,SM4,,,4
PN-684976,PN-684977,5094-17,SM4,,,SM4,,,4
PN-685199,PN-61306,CLX-14,,,,,,,24
PN-68632,PN-68631,MARIO-1,SM1,,,SM4,,,3
PN-686342,PN-686339,CLX-24,,,,,,,2
PN-686898,PN-686339,CLX-23,,,,,,,2
PN-686930,PN-255872,CLX-3,SM7,,,SM7,,,2
PN-687018,PN-687401,OPT-13B,SM6,,,SM6,,,24
PN-687020,PN-687401,OPT-13B,SM6,,,SM6,,,24
PN-687036,PN-504536,POINT-86A,,,,,,,9
PN-687039,PN-504536,POINT-86A,,,,,,,9
PN-687041,PN-504536,POINT-86A,,,,,,,9
PN-687043,PN-504536,POINT-86A,,,,,,,9
PN-687045,PN-504536,POINT-86A,,,,,,,9
PN-687161,PN-15621,POINT-35,,,,,,,9
PN-687739,PN-687745,OPT-46,SM5,,,,,,2
PN-687828,PN-687827,OPT-38,,,,,,,6
PN-688427,PN-688426,NEEDS DEFINED,SM6,,,SM6,,,8
PN-688986,PN-688985,POINT-36,SM6,,,SM6,,,9
PN-688990,PN-688989,POINT-46A,SM6,,,SM6,,,9
PN-689009,PN-653633,5069-25,SM3,,,SM3,,,2
PN-689158,PN-274666,5069-29,,,,,,,2
PN-689161,PN-274666,5069-29,,,,,,,2
PN-689167,PN-309415,5069-12,,,,,,,2
PN-689168,PN-430024,5069-12,,,,,,,2
PN-689916,PN-161568,FLEX-38A,SM1,,,SM1,,,4
PN-690960,PN-676734,POINT-88,SM1,,,SM1,,,9
PN-690961,PN-676734,POINT-88,SM1,,,SM1,,,9
PN-690962,PN-676734,POINT-88,SM1,,,SM1,,,9
PN-690963,PN-676734,POINT-88,SM1,,,SM1,,,9
PN-691490,PN-691489,POINT-51C,SM6,,,SM6,,,9
PN-691491,PN-691489,POINT-51C,SM6,,,SM6,,,9
PN-691492,PN-691489,POINT-51C,SM6,,,SM6,,,9
PN-691553,PN-409436,5069-14,SM7,,,SM7,,,2
PN-691556,PN-407927,5069-18,SM7,,,SM7,,,2
PN-691557,PN-407927,5069-18,SM7,,,SM7,,,2
PN-694117,PN-554230,5069-8B,SM3,,,SM3,,,1
PN-694212,PN-542512,NEO-7,SM1,,,SM1,,,6
PN-694213,PN-543420,NEO-14,SM1,,,SM1,,,4
PN-694214,PN-542515,NEO-16,SM5,,,SM5,,,6
PN-694215,PN-543860,NEO-9,SM2,,,SM2,,,4
PN-694470,PN-694471,5094-18,,,,,,,4
PN-694473,PN-694474,5094-18,,,,,,,4
PN-694746,PN-562434,CMX-6,SM8,,,,,,2
PN-694747,PN-562434,CMX-6,SM8,,,,,,2
PN-694850,PN-694851,POINT-16,SM7,,,SM2,,,9
PN-694906,PN-694905,PILOT-23,,,,,,,8
PN-695306,PN-480678,5069-9,SM3,,,SM3,,,4
PN-695433,PN-474184,5094-2,SM4,,,SM4,,,2
PN-695882,PN-695883,5094-16,SM4,,,SM4,,,4
PN-695885,PN-695886,5094-16,SM4,,,SM4,,,4
PN-695909,PN-697097,PILOT-23,,,,,,,9
PN-695910,PN-697097,PILOT-23,,,,,,,9
PN-695912,PN-697097,PILOT-23,,,,,,,9
PN-695913,PN-697097,PILOT-23,,,,,,,9
PN-696079,PN-696078,PILOT-23,,,,,,,8
PN-696081,pn-696080,PILOT-23,,,,,,,8
PN-696099,PN-692290,PILOT-18,SM6,,,SM6,,,8
PN-696772,PN-456188,5094-11,SM7,,,SM7,,,4
PN-696820,PN-696816,PILOT-18,SM6,,,SM6,,,2
PN-696866,PN-456660,5094-12,SM6,,,SM6,,,4
PN-696875,PN-497901,5094-10A,SM3,,,SM3,,,6
PN-697922,PN-424342,5069-5,SM3,,,SM3,,,4
PN-698980,PN-698978,PILOT-18,SM6,,,SM6,,,3
PN-699425,PN-699424,PILOT-18,SM6,,,SM6,,,3
PN-699429,PN-699444,NEO-14,SM1,,,SM1,,,4
PN-699445,PN-699453,NEO-7,SM1,,,SM1,,,6
PN-699532,PN-699529,PILOT-18,SM6,,,SM6,,,3
PN-701276,PN-683860,POINT-84,SM7,,,SM6,,,9
PN-702532,PN-702530,5094-19,,,,,,,4
PN-702536,PN-702535,5094-19,,,,,,,4
PN-702727,PN-686485,PILOT-18,SM6,,,SM6,,,8
PN-703752,PN-698978,5032-2,SM3,,,SM3,,,3
PN-703754,PN-699424,5032-2,SM3,,,SM3,,,3
PN-703762,PN-699529,5032-2,SM3,,,SM3,,,3
PN-703839,PN-691489,POINT-51C,,,,,,,9
PN-703840,PN-691489,POINT-51C,,,,,,,9
PN-703841,PN-691489,POINT-51C,,,,,,,9
PN-706122,PN-64845,FLEX-4,SM7,,,SM6,,,6
PN-707054,PN-207559,FLEX-69,,,,,,,12
PN-707406,PN-601768,CLX-32,,,,,,,2
PN-708562,PN-708561,5069-25,SM3,,,SM3,,,2
PN-708939,PN-676734,POINT-90,,,,,,,9
PN-709145,PN-684256,CLX-37,,,,,,,2
PN-710501,PN-676734,POINT-90,,,,,,,9
PN-710502,PN-676734,POINT-90,,,,,,,9
PN-710503,PN-676734,POINT-90,,,,,,,9
PN-711070,PN-677342,VIEW E-5,,,,,,,2
PN-711273,PN-670640,POINT-89,SM3,,,SM3,,,9
PN-711601,PN-504536,POINT-31A,SM1,,,SM1,,,9
PN-711602,PN-504536,POINT-31A,SM1,,,SM1,,,9
PN-711603,PN-504536,POINT-31A,SM1,,,SM1,,,9
PN-711604,PN-504536,POINT-31A,SM1,,,SM1,,,9
PN-711605,PN-504536,POINT-31A,SM1,,,SM1,,,9
PN-711665,PN-274666,5069-29,,,,,,,2
PN-711666,PN-274666,5069-29,,,,,,,2
PN-711681,PN-309415,5069-12,,,,,,,2
PN-711685,PN-430024,5069-12,,,,,,,2
PN-712327,PN-162123,FLEX-38,SM1,,,SM1,,,4
PN-712333,PN-161568,FLEX-38A,SM1,,,SM1,,,4
PN-712340,PN-407927,5069-18,SM7,,,SM7,,,2
PN-712418,PN-696816,PILOT-18,SM6,,,SM6,,,2
PN-712420,PN-675262,5069-25,SM3,,,SM3,,,2
PN-714244,PN-712778,PILOT-18,SM6,,,SM6,,,8
PN-717139,PN-717138,POINT-87,,,,,,,9
PN-717140,PN-717138,POINT-87,,,,,,,9
PN-717141,PN-717138,POINT-87,,,,,,,36
PN-718097,PN-574479,OPT-42,,,,,,,2
PN-718099,PN-574479,OPT-42,,,,,,,2
PN-718106,93426491,OPT-2,SM1,,,SM1,,,24
PN-718109,PN-429512,OPT-3,SM1,,,SM1,,,24
PN-718652,PN-648536,CLX-28,,,,,,,2
PN-721889,PN-721888,PILOT-18,SM6,,,SM6,,,8
PN-721890,PN-721888,PILOT-18,SM6,,,SM6,,,8
PN-722490,PN-147904,POINT-51D,,,,,,,9
PN-722773,92422091,POINT-28,SM7,,,SM7,,,6
PN-723049,PN-108595,VIEW E-1,,,,,,,3
PN-723196,PN-723197,5069-25,,,,,,,2
PN-723516,PN-723515,5069-25,SM6,,,SM6,,,2
PN-724339,PN-367567,POINT-41,SM2,,,SM2,,,9
PN-725516,PN-438234,POINT-63,,,,,,,9
PN-725518,PN-438234,POINT-63,,,,,,,9
PN-725800,PN-725803,5069-14,SM6,,,SM6,,,2
PN-728837,PN-15623,POINT-35A,,,,,,,9
PN-728841,PN-15621,POINT-35,,,,,,,9
PN-730010,PN-554230,5069-8B,,,,,,,1
PN-730543,PN-629225,OPT-20,SM5,,,SM5,,,3
PN-730698,PN-236565,OPT-32,SM5,,,SM5,,,3
PN-733479,PN-714336,MARIO-3,,,,,,,3
PN-734456,PN-726550,OPT-47,,,,,,,6
PN-734583,PN-734582,PILOT-25,,,,,,,4
PN-735547,PN-735546,NG94-TB-2,,,,,,,4
PN-735606,PN-735546,NG94-TB-2,,,,,,,4
PN-736005,PN-736003,NG94-TB-2,,,,,,,4
PN-736006,PN-736003,NG94-TB-2,,,,,,,4
PN-736168,PN-736167,5034-6,,,,,,,8
PN-736230,PN-736229,5034-5A,,,,,,,8
PN-736235,PN-736234,5034-5,,,,,,,8
PN-736241,PN-736239,5034-4,SM6,,,SM6,,,8
PN-736245,PN-736239,5034-4,SM6,,,SM6,,,8
PN-736310,PN-736311,5034-9,,,,,,,8
PN-736314,PN-736315,5034-13,,,,,,,8
PN-736318,PN-736319,5034-14,,,,,,,8
PN-736322,PN-736323,5034-11,,,,,,,8
PN-736647,PN-736645,5034-2,,,,,,,4
PN-736700,PN-736699,5034-1,,,,,,,4
PN-736701,PN-736699,5034-1,,,,,,,4
PN-736795,PN-736796,5034-7,,,,,,,14
PN-736898,PN-736897,5034-4,,,,,,,8
PN-737007,PN-737006,5034-12,,,,,,,12
PN-737008,PN-737006,5034-12,,,,,,,12
PN-737055,PN-737054,5034-15,,,,,,,4
PN-737056,PN-737054,5034-15,,,,,,,4
PN-737936,PN-737937,5034-12,,,,,,,20
PN-737938,PN-737937,5034-12,,,,,,,20
PN-737961,PN-736229,5034-5A,,,,,,,8
